ID,textstr ,label
1358,tell me what movies tom hanks star in,movie.starring.actor
1359,tom hanks movies,movie.starring.actor
1360,watch tom hanks,movie.starring.actor
1361,what other movies did tom hanks star in,movie.starring.actor
1362,find movies produced by morgan freeman,movie.produced_by
1363,producer tom hanks movies,movie.produced_by
1364,what did tom hanks produces,movie.produced_by
1365,find movies directed by oliver stone,movie.directed_by
1366,find oliver stone directed movies,movie.directed_by
1367,i need movies directed by oliver stone,movie.directed_by
1368,please provide movies directed by oliver stone,movie.directed_by
1369,show movies directed by oliver stone,movie.directed_by
1370,name all of the movies john singleton has directed,movie.directed_by
1371,what are all of the movies that john singleton has directed,movie.directed_by
1372,show me movies in greek,movie.language
1373,are there any movies in greek,movie.language
1374,can i see all movies starring alan rickman,movie.starring.actor
1375,show me movies with alan rickman,movie.starring.actor
1376,show movies charlie sheen,movie.starring.actor
1377,funny pg thirteen movies,movie.rating movie.genre
1378,find movies produced by albert ruddy,movie.produced_by
1379,please look up movies produced by albert ruddy,movie.produced_by
1380,list all movies produced by alfred ruddy,movie.produced_by
1381,search for movies produced by albert ruddy,movie.produced_by
1382,what movies has albert ruddy produced,movie.produced_by
1383,what movies have albert ruddy produced,movie.produced_by
1384,which movie was produced by albert rudy,movie.produced_by
1385,which all movies are produced by yash chopra,movie.produced_by
1386,the camp out,none
1387,get all brad pitt produced movies,movie.produced_by
1388,what movies have brad pitt produced,movie.produced_by
1389,what movies were produced by brad pitt,movie.produced_by
1390,find movies starring halle berry,movie.starring.actor
1391,look for films with halle berry,movie.starring.actor
1392,search movies in which halle berry acted,movie.starring.actor
1393,films by mel gibson,movie.directed_by
1394,search movies made by mel gibson,movie.directed_by
1395,movies by mel gibson,movie.directed_by
1396,show me a list of movies directed by mel gibson,movie.directed_by
1397,is this movie a romance,movie.genre
1398,home this movie is in english,movie.language
1399,hope this movie is in english,movie.language
1400,i hope this movie would be in english,movie.language
1401,need to provide more info about the movie content,movie.subjects
1402,was what tom cruise first movie,movie.starring.actor movie.initial_release_date
1403,is the other guys a comedy,movie.genre
1404,what movies have robert deniro produced,movie.produced_by
1405,find me a list of movies directed by james cameron,movie.directed_by
1406,find movies directed by james cameron,movie.directed_by
1407,i want to find movies by director james cameron,movie.directed_by
1408,list all of the movies directed by james cameron,movie.directed_by
1409,list movies directed by james cameron,movie.directed_by
1410,watch james cameron movies,movie.directed_by
1411,can you show me a list of all the movies directed by james cameron,movie.directed_by
1412,show me a list of all the movies directed by james cameron,movie.directed_by
1413,show me other movies produced by james cameron,movie.produced_by
1414,show me the movies that james cameron has produced,movie.produced_by
1415,find me some warner bros. movies,movie.production_companies
1416,i want to see movies produced by warner bros,movie.production_companies
1417,show me a list of all warner bros. films,movie.production_companies
1418,show me all films produced by warner bros.,movie.production_companies
1419,show me the movies produced by warner bros,movie.production_companies
1420,what are the films that warner bros. produced,movie.production_companies
1421,i need to see some movies from warner brothers,movie.production_companies
1422,search for warner brothers movies,movie.production_companies
1423,i would love to see some movies produced by the wb,movie.production_companies
1424,what movies has jj abrams procuced,movie.produced_by
1425,show recent films starring bruce willis,movie.starring.actor movie.initial_release_date
1426,list recent films with actor bruce willis,movie.starring.actor movie.initial_release_date
1427,find john cusack movies,movie.starring.actor
1428,get john cusack movies for me,movie.starring.actor
1429,look for john cusack movies,movie.starring.actor
1430,look for wes anderson films,movie.directed_by
1431,i would like to know the names of all the movies which have george clooney in them,movie.starring.actor
1432,which are some of the movies that have george clooney in them,movie.starring.actor
1433,show me some films produced by jon landau,movie.produced_by
1434,about finding nemo,none
1435,about finding nemo,none
1436,about finding nemo,none
1437,all about finding nemo,none
1438,detail finding nemo,none
1439,find me more about finding nemo,none
1440,finding nemo,none
1441,finding nemo,none
1442,finding nemo details please,none
1443,finding nemo info,none
1444,how can i get more information on finding nemo,none
1445,i need general information on finding nemo,none
1446,i would like to see finding nemo page,none
1447,information on finding nemo,none
1448,information on finding nemo,none
1449,look up finding nemo,none
1450,open page for finding nemo,none
1451,please find me some info on finding nemo,none
1452,run a search for finding nemo for me please,none
1453,show details of the original finding nemo,none
1454,show finding nemo,none
1455,show me finding nemo,none
1456,show me finding nemo page,none
1457,show me the official site for finding nemo,none
1458,synopsis for finding nemo,none
1459,synopsis for finding nemo,none
1460,where can i find information on finding nemo,none
1461,about the campaign,none
1462,i would like to get all the information about the the campaign,none
1463,run a search for the campaign,none
1464,the campaign,none
1465,what is the campaign about,none
1466,show me apollo thirteen,none
1467,frank capra movies,movie.directed_by
1468,find movies produced by castle rock entertainment,movie.production_companies
1469,what movies does jake gyllenhaal star in,movie.starring.actor
1470,get a list of movies with kristen stewart,movie.starring.actor
1471,kristen stewart top movies,movie.starring.actor
1472,show me all movies kristen stewart has been in,movie.starring.actor
1473,what movies have kristen stewart done,movie.starring.actor
1474,which movies has kristen stewart been in,movie.starring.actor
1475,list movie info kristen stewart,movie.starring.actor
1476,find movie info kristenn stewart,movie.starring.actor
1477,movie info kristen stewart,movie.starring.actor
1478,show lionsgate director movies,movie.production_companies
1479,display movies made by production lionsgate,movie.production_companies
1480,i want to see a list of lionsgate movies,movie.production_companies
1481,lionsgate films,movie.production_companies
1482,lionsgate list,movie.production_companies
1483,lionsgate movies,movie.production_companies
1484,list lionsgate movies,movie.production_companies
1485,search for lionsgate movies,movie.production_companies
1486,what movies has lionsgate done,movie.production_companies
1487,michelle phifer movie list,movie.starring.actor
1488,find danish movies,movie.country movie.language
1489,show me the movies acted by chiranjeevi,movie.starring.actor
1490,what movies has charles vidor directed,movie.directed_by
1491,what other movies die charles vidor direct,movie.directed_by
1492,show me all movies by charles vidor,movie.directed_by
1493,i'd like to see foreign films,movie.country
1494,search for foreign movies,movie.country
1495,what are some universal pictures films,movie.production_companies
1496,show me all the movies made by universal,movie.production_companies
1497,find historical movies,movie.genre
1498,display the films by 7 arts,movie.production_companies
1499,show movies done by 7 arts,movie.production_companies
1500,can you show me a korean movie,movie.country movie.language
1501,find korean movies,movie.country movie.language
1502,korean movie,movie.country movie.language
1503,show me korean movies,movie.country movie.language
1504,i want to watch a korean movie,movie.country movie.language
1505,find all rated pg-13 movies with eddie murphy,movie.rating movie.starring.actor
1506,twentieth century fox movies since 1990,movie.initial_release_date
1507,can you show me movies starring denzel washington please,movie.starring.actor
1508,i want to see movies starring denzel washington,movie.starring.actor
1509,please show me movies starring denzel washington,movie.starring.actor
1510,show me movies starring denzel washington,movie.starring.actor
1511,all the movies by kareena,movie.starring.actor
1512,find movies of kareena,movie.starring.actor
1513,kareena movies,movie.starring.actor
1514,look for kareena movies,movie.starring.actor
1515,find prison break movies,none
1516,find movies produced by spike lee,movie.produced_by
1517,has spike lee produced any films,movie.produced_by
1518,search for movies produced by spike lee,movie.produced_by
1519,give me a list of woody allen films,movie.directed_by
1520,show all movies directed by woody allen,movie.directed_by
1521,woody movies,movie.directed_by
1522,please find all movies woody allen has directed,movie.directed_by
1523,what movies were directed by woody allen,movie.directed_by
1524,which movies does gabrielle union come out in,movie.starring.actor
1525,give me anything directed by robert wise,movie.directed_by
1526,list all robert wise movies,movie.directed_by
1527,show me a list of movies directed by robert wise,movie.directed_by
1528,what are all of the movies directed by robert wise,movie.directed_by
1529,list all of the movies that have been directed by robert wise,movie.directed_by
1530,what are all movies produced by chris nolan,movie.produced_by
1531,show me movies in german,movie.language
1532,display movies in german,movie.language
1533,do you have in movies in german,movie.language
1534,i only want to see movies in german,movie.language
1535,watch movies in german language,movie.language
1536,find films in german,movie.language
1537,get german language films,movie.language
1538,show movies in german,movie.language
1539,show back to the future movies,none
1540,show me back to the future movies,none
1541,movie results for back to the future,none
1542,show me a list of movies that christian bale has starred in during his career,movie.starring.actor
1543,what are all of the movies acted in by the actor christian bale,movie.starring.actor
1544,what are all the movies played in by chrisian bale,movie.starring.actor
1545,what movies has christian bale acted in,movie.starring.actor
1546,what movies has christian bale appeared in,movie.starring.actor
1547,what movies have christian bale played in,movie.starring.actor
1548,what movies and upcoming movies will christian bale star in,movie.starring.actor
1549,find me movies by jj abrams,movie.directed_by
1550,brad pitt movie now,movie.starring.actor
1551,brad pitt movies,movie.starring.actor
1552,can you please list all movies with brad pitt,movie.starring.actor
1553,can you please list all movies with brad pitt,movie.starring.actor
1554,can you please list the movies brad pitt has acted in,movie.starring.actor
1555,can you show me a movie with brad pitt,movie.starring.actor
1556,i want to watch movies with brad pitt,movie.starring.actor
1557,list all brad pitt movies,movie.starring.actor
1558,list all brad pitt movies,movie.starring.actor
1559,list brad pitt movies,movie.starring.actor
1560,look for movies with brad pitt in them,movie.starring.actor
1561,movie with brad pitt,movie.starring.actor
1562,show all brad pitt movies,movie.starring.actor
1563,show brad pitt movies,movie.starring.actor
1564,show me brad pitt movies,movie.starring.actor
1565,show movies with brad pitt,movie.starring.actor
1566,what movie brad pitt in,movie.starring.actor
1567,what movies have brad pitt,movie.starring.actor
1568,sort by all brad pitt movies,movie.starring.actor movie.directed_by
1569,what movies did tom hanks direct that he also starred in,movie.starring.actor movie.directed_by
1570,show me a list of all movies directed by tom hanks starting with newest to oldest,movie.directed_by movie.initial_release_date
1571,angelina jolie latest movie,movie.starring.actor movie.initial_release_date
1572,movies from scotland,movie.country
1573,give me a list of r rated movies,movie.rating
1574,i want to look for movies with an r rating,movie.rating
1575,i want to see all movies with a r rating,movie.rating
1576,please look up r rated movies,movie.rating
1577,rate r movies for adult enterainment,movie.rating
1578,show me all r -rated movies,movie.rating
1579,show me movies that are rated r,movie.rating
1580,find movies with r ratings,movie.rating
1581,find rated r movies,movie.rating
1582,i want to find movies rated r,movie.rating
1583,i want to view movies that are rated r,movie.rating
1584,look up r rated movies,movie.rating
1585,movies with r rating,movie.rating
1586,r - rated,movie.rating
1587,r rated movies,movie.rating
1588,show me movies with a rating of r,movie.rating
1589,what are a list of movies with an r rating,movie.rating
1590,are there any movies that are rated r,movie.rating
1591,compile a list of movies with a r rating,movie.rating
1592,i want an r rated movie,movie.rating
1593,list all rated r movies,movie.rating
1594,r rated movies,movie.rating
1595,search for r rated movies,movie.rating
1596,show me a list of movies with r rating,movie.rating
1597,show me all rated r movies,movie.rating
1598,show me r movies,movie.rating
1599,show me r rated movies,movie.rating
1600,show only rated r movies,movie.rating
1601,what are movies that have a r rating,movie.rating
1602,which movies are rated r,movie.rating
1603,what other videos does the country norway have,movie.country
1604,a showing of movies that are in spanish,movie.language
1605,can you find movies in spanish,movie.language
1606,search for movies in spanish,movie.language
1607,spanish language movies,movie.language
1608,i am looking for movies in spanish,movie.language
1609,i would like to watch movies that are spoken in spanish,movie.language
1610,list of movies in spanish,movie.language
1611,show me movies in spanish,movie.language
1612,can you show me a list of movies in spanish,movie.language
1613,find movies in spanish,movie.language
1614,find movies in spanish,movie.language
1615,give me movies in spanish,movie.language
1616,i would like a list of movies that have been made in spanish,movie.language
1617,movies in spanish,movie.language
1618,please make a list of movies that have been made in spanish,movie.language
1619,send me movies that are in spanish,movie.language
1620,show me movies in spanish,movie.language
1621,show me movies that are in spanish,movie.language
1622,give me swedish films,movie.country movie.language
1623,show me mexican films,movie.country
1624,show me movies made in south africa,movie.country
1625,list some sci fi movies,movie.genre
1626,show me scifi fantasy movies,movie.genre
1627,find scifi films,movie.genre
1628,list scifi,movie.genre
1629,what movies did matt damon appear in,movie.starring.actor
1630,sound of music robert wise,movie.directed_by
1631,can i watch a terry george film tonight,movie.directed_by
1632,get a list of animated films,movie.genre
1633,show me movies that are about scary zombies,movie.subjects
1634,is there a movie about the zombie apocolypse,movie.subjects
1635,i want to see a list about zombie horror films,movie.genre movie.subjects
1636,find some zombie movies,movie.subjects
1637,find zombie movies,movie.subjects
1638,get list of zombie movies,movie.subjects
1639,give me a list of zombie movies,movie.subjects
1640,i want to find zombie movies,movie.subjects
1641,i want to see zombie movies,movie.subjects
1642,see zombie movies,movie.subjects
1643,show me zombie movies,movie.subjects
1644,show me zombie movies,movie.subjects
1645,show zombie movies,movie.subjects
1646,zombie movie favorites,movie.subjects
1647,find me a movie with zombies,movie.subjects
1648,show me movies about zombies,movie.subjects
1649,show me movies about zombies,movie.subjects
1650,show me movies about zombies,movie.subjects
1651,show movies of zombies,movie.subjects
1652,which movies are based on zombies,movie.subjects
1653,which movies have zombies in them,movie.subjects
1654,movies about zombies,movie.subjects
1655,display movies of zombies,movie.subjects
1656,get movies about zombies,movie.subjects
1657,movies about zombies,movie.subjects
1658,i want scary zombie movies,movie.genre movie.subjects
1659,i want to see zombie movies that are scary,movie.genre movie.subjects
1660,find movies directed by niel abramson,movie.directed_by
1661,zombies,movie.subjects
1662,what movies are directed by ridley scott,movie.directed_by
1663,i want to see movies directed by ridley scott,movie.directed_by
1664,german movie info,movie.country movie.language
1665,i want to watch a german movie,movie.country movie.language
1666,info german movie,movie.country movie.language
1667,show german movies,movie.country movie.language
1668,find action movies,movie.genre
1669,looking for an action movie,movie.genre
1670,what is the ratings of action movies,movie.rating movie.genre
1671,movies patrick swayze played in,movie.starring.actor
1672,show me a movie that starred patrick swayze,movie.starring.actor
1673,show me short films,movie.genre
1674,movies by george lucas,movie.directed_by
1675,list of all dutch movies,movie.country movie.language
1676,please give me a dutch movie listing,movie.country movie.language
1677,dutch movie listing,movie.country movie.language
1678,show me childrens movies,movie.genre
1679,movies tom cruise produced,movie.produced_by
1680,what movies did harry weinstein produce,movie.produced_by
1681,i want to look for movies produced by morgan freeman,movie.produced_by
1682,i would like to find movies produced by morgan freeman,movie.produced_by
1683,look for movies produced by morgan freeman,movie.produced_by
1684,search for movies produced by morgan freeman,movie.produced_by
1685,what movies are in bengali,movie.language
1686,meryl streep movies,movie.starring.actor
1687,movies frances ford copolla,movie.directed_by
1688,what movie did victor fleming direct,movie.directed_by
1689,movies from russia,movie.country
1690,search for films produced in russia,movie.country
1691,find movies produced in russia,movie.country
1692,find all details about star wars-a new hope movie,none
1693,show all details about star wars-a new hope movie,none
1694,get me information about the movie star wars four,none
1695,can you show me details about the movie star wars:episode four - a new hope,none
1696,give me detailed information about the movie star wars:episode four -a new hope,none
1697,i would like to get some information about the movie star wars:episode four -a new hope,none
1698,list star wars movie a new hope,none
1699,find info about star wars episode four,none
1700,get me info on star wars episode four,none
1701,get me star wars episode four details,none
1702,i want to see info about star wars four,none
1703,run a search for star wars four,none
1704,show me star wars four,none
1705,show me star wars four page,none
1706,star wars four,none
1707,take me to star wars four page,none
1708,where can i watch star wars four,none
1709,tell about star wars iv,none
1710,what is full name of star wars iv,none
1711,darth vader,movie.starring.character
1712,han solo,movie.starring.character
1713,i only want movies by sidney lumit,movie.directed_by
1714,movies with sally field,movie.starring.actor
1715,can you please open page about in july movie,none
1716,display details of in july movie,none
1717,exhibit details of in july movie,none
1718,in july movie page,none
1719,about movie in july,none
1720,find me the film in july,none
1721,show information for the movie title in july with moritz bleibtreu,movie.starring.actor
1722,give me details about the movie in july,none
1723,i want information about the movie in july,none
1724,i would like to get detailed information about the movie in july,none
1725,search the movie in july,none
1726,show data for the movie in july,none
1727,show me detailed information about the movie in july,none
1728,show me more details for the movie in july,none
1729,check movie in july information,none
1730,display information for the movie in july,none
1731,i want to see anne hathaway latest movie,movie.starring.actor movie.initial_release_date
1732,show me anne hathaway latest movie,movie.starring.actor movie.initial_release_date
1733,show me hathaway recent movies,movie.starring.actor movie.initial_release_date
1734,what movies has jack black been in,movie.starring.actor
1735,angelina jolie movies,movie.starring.actor
1736,in which movies has angelina jolie starred,movie.starring.actor
1737,list of movies starring angelina jolie,movie.starring.actor
1738,movies with angelina jolie,movie.starring.actor
1739,show angelina jolie movies,movie.starring.actor
1740,show me all movies for angelina jolie,movie.starring.actor
1741,show movies with angelina jolie,movie.starring.actor
1742,what movies has angelina jolie been in,movie.starring.actor
1743,which movies has angelina jolie been in,movie.starring.actor
1744,list movies starring angelina jolie,movie.starring.actor
1745,list movies with angelina jolie in them,movie.starring.actor
1746,funny kids movies,movie.rating movie.genre
1747,movies about basketball,movie.subjects
1748,can you locate movies produced by clint eastwood,movie.produced_by
1749,can you show movies produced by clint eastwood,movie.produced_by
1750,find all movies produced by clint eastwood,movie.produced_by
1751,i am looking for movies produced by clint eastwood,movie.produced_by
1752,i need a list of movies produced by clint eastwood,movie.produced_by
1753,please find movies produced by clint eastwood,movie.produced_by
1754,will you provide a list of movies produced by clint eastwood,movie.produced_by
1755,i want to see more movies with katie holmes,movie.starring.actor
1756,find any movies about horses,movie.subjects
1757,what are some current movies with horses as the main topic of the movie,movie.subjects
1758,johnny depp movies,movie.starring.actor
1759,bring up black swan production,none
1760,all the movies of karan johar,movie.directed_by
1761,karan johar movies,movie.directed_by
1762,find movies of karan johar,movie.directed_by
1763,movies of karan johar,movie.directed_by
1764,find director movies,movie.directed_by
1765,find a list of directors and their movies,movie.directed_by
1766,movies and who directed them,movie.directed_by
1767,bring up all director movies,movie.directed_by
1768,list director movies,movie.directed_by
1769,show movies directed by,movie.directed_by
1770,i want to look up information about the movie hotel transylvania,none
1771,will ferrell been in,movie.starring.actor
1772,what has will ferrell done,movie.starring.actor
1773,find movies about gambling,movie.subjects
1774,find movies about ice skating,movie.subjects
1775,generate a list of movies about ice skating,movie.subjects
1776,list ice skating movies please,movie.subjects
1777,are there any movies with ice skating,movie.subjects
1778,please show me movies about ice skating,movie.subjects
1779,search for movies about ice skating,movie.subjects
1780,are there any movies with skating on ice,movie.subjects
1781,find dreamworks movies for kids,movie.rating movie.production_companies
1782,where can i see a list of movies produced in great britain,movie.country
1783,taye diggs films,movie.starring.actor
1784,about house at the end of the street,none
1785,find me info on house at the end of the street,none
1786,house at the end of the street movie info,none
1787,i would like to see house at the end of the street information,none
1788,overview of house at the end of the street,none
1789,show me house at the end of the street,none
1790,show me the page about house at the end of the street,none
1791,get me info about the movie house at the end of the street,none
1792,show information for the movie house at the end of the street,none
1793,show me detailed information about the movie house at the end of the street,none
1794,show me more details for the movie house at the end of the street,none
1795,can you give me detailed information about the movie house at the end of the street,none
1796,dispaly info for movie house at the end of the street,none
1797,display overview of the movie house at the end of the street,none
1798,i need information about the cast reviews story etc in detail about the movie house at the end of the street,none
1799,send me movies that are in chinese,movie.language
1800,i want chinese language movies,movie.language
1801,show me movies in chinese,movie.language
1802,find all chinese language movies,movie.language
1803,look up movies in chinese,movie.language
1804,movies in chinese,movie.language
1805,show me movies produced by julian fellows,movie.produced_by
1806,julian fellows productions,movie.produced_by
1807,can you please search movies of tom cruise,movie.starring.actor
1808,find movies with tom cruise,movie.starring.actor
1809,find movies with tom cruise in them,movie.starring.actor
1810,in what movies tom cruise is,movie.starring.actor
1811,movies starring tom cruise,movie.starring.actor
1812,show me all movies tom cruise has been in,movie.starring.actor
1813,tom cruise movies,movie.starring.actor
1814,tom cruise movies,movie.starring.actor
1815,what movies has tom cruise been in,movie.starring.actor
1816,what movies has tom cruise starred in,movie.starring.actor
1817,find movies produced by george lucas,movie.produced_by
1818,find movies produced by george lucus,movie.produced_by
1819,give me a list of movies produced by george lucas,movie.produced_by
1820,give me a list of movies that george lucas produced,movie.produced_by
1821,locate all movies produced by george lucas,movie.produced_by
1822,list of dax shepard movies,movie.starring.actor
1823,yash chopra movies,movie.directed_by
1824,find movies of yash chopra,movie.directed_by
1825,trouble with the curve was based on what,none
1826,what was the last film robert redford produced,movie.initial_release_date movie.produced_by
1827,movies about immigration,movie.subjects
1828,dawn of the dead movie information,none
1829,search the campaign movie,none
1830,show me information related to the film the campaign,none
1831,will you please show me info on the movie the campaign,none
1832,the campaign movie page,none
1833,i want to see info on the movie the campaign,none
1834,look up movie the campaign,none
1835,please show me info on the movie the campaign,none
1836,show me information for the movie the campaign,none
1837,tell me about the movie the campaign in detail,none
1838,can you show me details about the movie the campaign,none
1839,find movies about love,movie.subjects
1840,movies about nature,movie.subjects
1841,show me the comedy pitch perfect,movie.genre
1842,show me the movies produced by reliance,movie.production_companies
1843,which movies are family friendly,movie.rating
1844,can you get me a pg movie list,movie.rating
1845,find a pg rated movie,movie.rating
1846,find rated pg movies,movie.rating
1847,give me some good pg moives,movie.rating
1848,i am looking for movies that are rated pg for family movie night,movie.rating
1849,i need to see a list of pg movies,movie.rating
1850,i need to see all pg movies,movie.rating
1851,movies rated pg,movie.rating
1852,pg movies list please,movie.rating
1853,please show a list of recent movies rated pg,movie.rating
1854,show me movies rated pg,movie.rating
1855,bring up all pg movies,movie.rating
1856,find me pg movies,movie.rating
1857,find movies rated pg,movie.rating
1858,find movies that are pg,movie.rating
1859,i need movies with a pg rating,movie.rating
1860,i want to search for pg rated movies,movie.rating
1861,list movies rated pg,movie.rating
1862,movies with pg rating,movie.rating
1863,movies with pg rating,movie.rating
1864,pg movies,movie.rating
1865,show me pg rated movies,movie.rating
1866,show me the movies rating pg,movie.rating
1867,find movies with pg ratings only,movie.rating
1868,i want a list of pg rated movies,movie.rating
1869,i want to see movies that are rated pg,movie.rating
1870,only show movies rated pg,movie.rating
1871,please find pg rated movies,movie.rating
1872,search for movies with a pg rating,movie.rating
1873,search for movies with a pg rating,movie.rating
1874,show me all pg movies,movie.rating
1875,show me movies with pg rating,movie.rating
1876,show me movies with pg ratings,movie.rating
1877,show me pg movies,movie.rating
1878,get hungarian films,movie.country movie.language
1879,i want to watch a comedy made in hungary,movie.country movie.genre
1880,show me hungarian comedies,movie.country movie.language movie.genre
1881,what the latest on brad pitt,movie.starring.actor movie.initial_release_date
1882,i'm looking for a jason cortlund movie,movie.directed_by
1883,show me the movie now forager,none
1884,what old movies are made by warner brothers,movie.production_companies movie.initial_release_date
1885,i want to look up alfred hitchcock movies,movie.directed_by
1886,find me movies made by alfred hitchcock,movie.directed_by
1887,i want to search for alfred hitchcock movies,movie.directed_by
1888,i would like to watch an alfred hitchcock movie,movie.directed_by
1889,show me some alfred hitchcock movies,movie.directed_by
1890,look up alfred hitchcock movies,movie.directed_by
1891,movies alfred hitchcock,movie.directed_by
1892,movies by alfred hitchcock,movie.directed_by
1893,movies by alfred hitchcock,movie.directed_by
1894,what movies has alfred hitchcock directed,movie.directed_by
1895,hitchcock movie list,movie.directed_by
1896,list hitchcock movies,movie.directed_by
1897,movie list hitchcock,movie.directed_by
1898,show me hitchcock movies,movie.directed_by
1899,hitchcock movie info,movie.directed_by
1900,hitchcock movies,movie.directed_by
1901,what movies did hitchcock direct,movie.directed_by
1902,show me the last five films for lionsgate,movie.production_companies movie.initial_release_date
1903,show me recent movies from lionsgate,movie.production_companies movie.initial_release_date
1904,what new movies does lionsgate have out,movie.production_companies movie.initial_release_date
1905,show me the movie vulgaria,none
1906,what recently released movies are rated r,movie.rating movie.initial_release_date
1907,get me a list of current r-rated movies,movie.rating movie.initial_release_date
1908,show a list of recent releases that are rated pg,movie.rating movie.initial_release_date
1909,what are some recent released pg movies,movie.rating movie.initial_release_date
1910,show recent movies rated pg,movie.rating movie.initial_release_date
1911,will you show me a list of recent movies rated pg,movie.rating movie.initial_release_date
1912,which current movies are rated pg,movie.rating movie.initial_release_date
1913,do you have anything by george cukor,movie.directed_by
1914,what was the first movie steven spielberg directed,movie.directed_by movie.initial_release_date
1915,did rob reiner direct any movies,movie.directed_by
1916,what was the highest making movie,movie.gross_revenue gr.amount
1917,show me high grossing movies,movie.gross_revenue gr.amount
1918,what movies made the most money,movie.gross_revenue gr.amount
1919,what are the top grossing movies,movie.gross_revenue gr.amount
1920,find the new will ferrell movie,movie.starring.actor movie.initial_release_date
1921,what are the three latest films with will ferrell,movie.starring.actor movie.initial_release_date
1922,what are recent films by will ferrell,movie.starring.actor movie.initial_release_date
1923,any new movies with eddie murphy,movie.starring.actor movie.initial_release_date
1924,i would like to look for movies about god,movie.subjects
1925,look up movies about god,movie.subjects
1926,i want to look for movies about god,movie.subjects
1927,please search for movies about god,movie.subjects
1928,watch ron howard latest movie,movie.directed_by movie.initial_release_date
1929,find ron howard new movie,movie.directed_by movie.initial_release_date
1930,i need a list of movies produced by ray stark,movie.produced_by
1931,show me all movies produced by ray stark,movie.produced_by
1932,what movies has ray stark produced,movie.produced_by
1933,what movie has albert brooks done lately,movie.starring.actor movie.initial_release_date
1934,recent movies by steven spielberg,movie.directed_by movie.initial_release_date
1935,find sandra bullock latest movie,movie.starring.actor movie.initial_release_date
1936,i am looking for movies directed by tom hanks,movie.directed_by
1937,find movies directed by tom hanks,movie.directed_by
1938,show me movies that tom hanks directed,movie.directed_by
1939,movies by tom hanks,movie.directed_by
1940,show me a list of all movies that were directed by tom hanks,movie.directed_by
1941,what movie made the least money,movie.gross_revenue gr.amount
1942,what has tom cruise acted in lately,movie.starring.actor movie.initial_release_date
1943,what new movies are playing with rating of pg thirteen,movie.rating movie.initial_release_date
1944,show me a list of movies that are new and rated pg-13,movie.rating movie.initial_release_date
1945,what pg-13 movies are currently showing,movie.rating movie.initial_release_date
1946,what other movies has will smith directed,movie.directed_by
1947,show me the latest movies in kannada,movie.language
1948,have any new movies by twentieth century fox,movie.production_companies movie.initial_release_date
1949,current movie suggestions,movie.initial_release_date
1950,show me new releases,movie.initial_release_date
1951,see ed harris last movie,movie.starring.actor movie.initial_release_date
1952,give me a list of recent horror films,movie.genre movie.initial_release_date
1953,show me movies in swedish,movie.language
1954,what was woody allen last movie,movie.directed_by movie.initial_release_date
1955,about in july,none
1956,i want to go to the homepage for in july,none
1957,i want to view the page on in july,none
1958,i would like to see the main page of in july,none
1959,in july information,none
1960,summary of in july,none
1961,synopsis for in july,none
1962,was life is beautiful made in italy,movie.country
1963,current movies rated g,movie.rating movie.initial_release_date
1964,find all new releases that are rated g,movie.rating movie.initial_release_date
1965,can i have a list of movie production companies,none
1966,who is bruce willis,none
1967,producer,none
1968,i need a movie producer list,none
1969,can i have a list of producers,none
1970,find me info on emma watson,none
1971,show me more information about will smith,none
1972,will smith bio,none
1973,i need a list of actors,none
1974,search for actors,none
1975,find actors,none
1976,search movie actors,none
1977,movie actors,none
1978,display actors in movies,none
1979,show actors in movies,none
1980,display biography of actor will ferrell,none
1981,who is the actor will ferrell,none
1982,director,none
1983,find a director,none
1984,find directors,none
1985,search directors,none
1986,search directors,none
1987,movie directors,none
1988,give me a list of directors,none
1989,where can i find a director,none
1990,see bill paxton,none
1991,give me information about elizabeth mcgovern,none
1992,show me information on darla anderson,none
1993,can you give me more information about charles,none
1994,can you tell me more about the producer ray stark,none
1995,give me more details about the producer ray stark,none
1996,i need to know more about the producer ray stark,none
1997,show me more information about the producer ray stark,none
1998,show me information on shelly long,none
1999,i want to know about clint eastwood,none
2000,look for information about charles vidor,none
2001,search for information about charles vidor,none
2002,want to see charles vidor,none
2003,who is childs vidor,none
2004,find me more information on scorscese,none
2005,find the director andrew stanton,none
2006,who is andrew stanton,none
2007,see the olsen twins,none
2008,can you find more information on albert ruddy,none
2009,search for information about tom cruise,none
2010,find information about tom cruise,none
2011,look for information about tom cruise,none
2012,look up information about tom cruise,none
2013,all about will farrell please,none
2014,bio on will ferrell,none
2015,biography for will ferrell,none
2016,bring me to will ferrell informaion,none
2017,bring up a bio on will ferrell,none
2018,can you show me information on will ferrell please,none
2019,display all information on will ferrell,none
2020,get me bio info for will ferrell,none
2021,goto will ferrell biography,none
2022,i want information about will ferrell,none
2023,i want to see will ferrell details,none
2024,information about will ferrell,none
2025,look for will ferrell,none
2026,open a page about will ferrell,none
2027,please show me information on will ferrell,none
2028,search for will ferrell,none
2029,show me a bio of will ferrell,none
2030,show me will ferrell information,none
2031,show will ferrell information,none
2032,who is will ferrell,none
2033,who is will ferrell,none
2034,who is will ferrell,none
2035,will ferrell,none
2036,will ferrell history,none
2037,will ferrell tidbits,none
2038,will ferrell biography,none
2039,please run a search on will ferrell and display all info returned,none
2040,what is terry georges background,none
2041,exhibit all relevant information about the director steven spielberg,none
2042,show me the bio for the director steven spielberg,none
2043,who is director steven spielberg,none
2044,show all relevant information about the director steven spielberg,none
